text,user_location,target
"The not-so-rosy #news on #CoronaVirus #vaccine hopes, for many reasons… #COVID #COVID19 #CoronaVaccine… https://t.co/yFlamdyWOP","Washington, USA",1
"ALARM  1918 flu vs #covid19 
VOTE Joe BIDEN NOV 3RD TO
 SAVE AMERICA 🇺🇸 🌊🌊🌊
Vote blue local state and federal 💙… https://t.co/u4LRYyJUvY","Florida, USA",0
Hey guys it would be a lot out appreciation if you guys support my channel 🤘🏾✨⛈ IM just trying to grind and not so… https://t.co/NarprNcmTh,"Pennsylvania, USA",1
"#coronavirus now at 16 Million.
#COVID_19 Global Statistical Updates  https://t.co/GqQ9vmdpGv 
232 Regions reported… https://t.co/nDiOhv0hLY","Toronto ON CA, - Syria, Iraq, Turkey, Ghana, Philippines, France, USA, Colombia, ... and more",2
"However much you do or not know about #ClimateAction, come and join the #ActNow campaign to get informed and become… https://t.co/SunAnUZnuU","New York, NY, USA",1
@deniswirtz Thanks but what if the US embassies are closed for #COVID19 the hurdle still exists- unless the univers… https://t.co/EeAfrRoRnf,"Baltimore, MD • USA",1
"This is our school's reopening plan, collection of resources, and timeline of learning from Spring #remotelearning.… https://t.co/4pnOzdWpSc",USA,2
"#COVID19 is a game changer. Parents will get their kids sick, they then will make other kids at school sick and ine… https://t.co/Do9EG2JExE","Las Vegas, NV USA",0
I have No Doubt this #COVID19 was concocted in a 🧪 by those who make #vaccines and used the #flu as the #Plandemic… https://t.co/M9QO3551BY,"Florida, USA",0
Israel’s top court rejects @AdalahCenter petition demanding Israel implement #COVID19 protective guidelines for [Pa… https://t.co/pcwz2rRrSE,"Jerusalem, Palestine",0
"LIVE BLOG: Austrian coronavirus testing push in hotels falls far short of target

https://t.co/Nue9ZfnSUY via… https://t.co/2XBUXLH6OS","New York, USA",2
Covid-19 is impacting how weather experts issue hurricane forecasts https://t.co/AXlWB1LAE2  👈 click the link… https://t.co/8QKl2yCiRF,"California, USA",2
"Politics is filled with hatred, corruption, nepotism and competition although fun. The world is tied down in this w… https://t.co/qpKbzYsA57",USA ,0
"Please be safe out there. Don't let covid fatigue put you in a compromising position. 
.
.
.
.… https://t.co/PC9HRuWTfO","Virginia, USA",1
"#AmericasGreatestMistake 
➡️Before 2016: #Vietnam?
➡️Now: Electing #Trump❗

#COVID #COVID19 #DumpTrump… https://t.co/vN31vtaWfj","Washington, USA",2
COVID-19: Updates for the US #covid19 https://t.co/OhbocpE2hU,Kentucky USA,2
"@realDonaldTrump ... Did you KNOW?? 

#KokoTheGorilla
#CognitiveTest 
#TrumpIsATrunt 
#Covid_19 
#Covid19 https://t.co/AuDcPQmYfs","California, USA",2
The #Zambian Government must invest in remote learning facilities that are inclusive for all children in rural and… https://t.co/wRiedzOawB,"Lusaka, Zambia",2
"This tweet didn't age well at all
#COVID19 https://t.co/7sYIcgIDyW",USA,0
Due to #COVID19 aka #Coronavirus Ill be sending the first 900 people to like &amp; retweet this $300 -$1500 through Cas… https://t.co/uUzHJtXW1q,USA,0
America’s Schools Are a Moral and Medical Catastrophe https://t.co/Zd1AWzjx2B #covid19,Southern California USA,0
NEW #COVID19 Research: Treatment with allogeneic cell therapy showed clinical improvement in 70% of patients.… https://t.co/kZFLUwxlLc,London UK - Boston USA,1
Found the word.. a shoutout to all the people who were spamming my tweets a few days back #Maskenpflicht #COVID19 https://t.co/Da4xeRLgXT,"Lausanne, Switzerland",0
"Tweet from Eric Feigl-Ding (@DrEricDing) Eric Feigl-Ding (@DrEricDing) Tweeted:
A reminder about DROPLETS and MICRO… https://t.co/sOl1ldFbTr","Burbank ,California, USA",2
"@DavidNakamura You do know that anyone who meets with #POTUS is tested for #COVID19 beforehand, right?",Somewhere USA,2
"@CNBCnow @realDonaldTrump 5 MONTHS LATER 
WE STILL HAVE NO NATIONAL PLAN
TO SLOW #COVID19 SPREAD
NOTHING","North Carolina, USA",0
we celebrated a wedding. with safety precautions bc of #COVID19 ...but no matter because #loveislove #loveconquers… https://t.co/X1D2G68jgK,"California, USA",1
wef: Research shows the most and least effective materials for face masks https://t.co/SmP7grsN0g #COVID19… https://t.co/K3c1SkuX9R,"Texas, USA",0
One Costco has reported that every employee has contacted #COVID19. They are all required to wear masks. So if mask… https://t.co/2fYzQgL5G7,"California, USA",2
"Phenomenal news, feeling like I am on the Titanic! Lost my job due to #Covid19 but I have donated most of my Retire… https://t.co/cWP91CdX1Q","New York, USA",1
USA: Why COVID-19 is killing diabetes patients at alarming rates. #Coronavirus https://t.co/zMpL6R7Wnz https://t.co/HH5KyTb4e4 #Covid19,USA,0
USA: Why COVID-19 is killing diabetes patients at alarming rates. #Coronavirus https://t.co/3dm8kMlJqK https://t.co/xdTuJ00Fz8 #Covid19,"Baton Rouge, USA",0
"Demand Forecast Powered by Machine Learning 
#ARTIFICIALINTELLIGENCE #COVID19 #DATAPROCESSING #DEMANDFORECAST… https://t.co/2alGqubaLd","Belgium, USA, Pakistan",0
Laurent Duvernay-Tardif opts out of 2020 NFL season https://t.co/uKB8hhaaGp  👈 click the link #plandemic #news… https://t.co/xNo13XxCc3,"California, USA",2
"@Disney_UK Meanwhile, Disney World in Florida, one of the world's #COVID19 hotspots, has reopened with masks and gl… https://t.co/0GuXshn2Ez",USA,2
"🔴 @UNHCR stresses urgent need for States to end unlawful detention of refugees and asylum-seekers, amidst #COVID19… https://t.co/ZQBMBTuPQq",USA and Global,0
"LIVE BLOG: Humanizing hotel brands during COVID-19 could encourage tourists to return

https://t.co/Nue9ZfnSUY via… https://t.co/DwJEzdiKFu","New York, USA",1
"Local #TV stations across the nation owned by #Sinclair to air discredited ""#Plandemic"" researcher's… https://t.co/SV0iJySdm1",Northern California USA,0
"These are some of the 91,000 people who’ve died since the US reopened https://t.co/DJf97W3x0B  👈 click the link… https://t.co/2OtYkCSaKq","California, USA",0
Local stations across the country set to air Fauci conspiracy theory over the weekend - / This is irresponsible!… https://t.co/12KOMPw8LS,USA,0
"@DrEricDing Imagine instead of phantom sources of cigarette smoke 🚬 it was phantom #5G signals causing ""virus-like… https://t.co/PY1HhAxhnD","Shigglesworth, New Kings, USA",2
Nurses from the Red Cross loading a patient into an ambulance in 1918. #Masks #Mask #Nurses #Ambulance… https://t.co/pwIT5K24Hu,"California, USA",2
A postman at work in New York during the 1918 Influenza Pandemic.  #PostalWorkers #NewYork #Mask #Masks… https://t.co/zZkGZegpY5,"California, USA",2
"No mask, no service!  If you weren't wearing a mask in Seattle during the 1918 Influenza Pandemic, you couldn't use… https://t.co/m27wqg51Ng","California, USA",0
"#Trending: John Roberts
US #SupremeCourt denies rural #Nevada #church request to strike down as #unconstitutional 5… https://t.co/to0LQ5Xjcs",Northern California USA,0
If #UnfitToBePresident  Dear Leader does not -I do not #maga #TrumpVirus #COVID19 https://t.co/9EobPDCBQ8,"Tennessee, USA",1
@bledsoe_wes @realDonaldTrump @VP @PressSec #Flu does not cause complications that #COVID19 does. If #USA stays at… https://t.co/cOyxf0CXPu,"New Jersey, USA",2
"Well done.
#Louisiana 
#COVID19 
#youngpeople https://t.co/iVuGLfX4a7","Louisiana, USA",1
"After the easing of lockdown in India one out of five people has been rendered jobless.
https://t.co/S7ete7dBso… https://t.co/Ap2oaO1dUi","California, USA",1
"Hospitals are selling out our freedom and rights via #COVID19 and making BILLIONS.. 

This is why EVERYONE is false… https://t.co/ThgsE2vkIK",USA,1
@realDonaldTrump Wheres the national strategy to deal with #COVID19? What about the bounty on US soldiers? You're p… https://t.co/WkoYpyGQe2,"Washington, USA",2
@JohnsHopkins and @coursera offer a self-paced COVID-19 contact tracing course absolutely FREE. Take the opportunit… https://t.co/5diTXkKgpV,"Georgia, USA",1
"6) As for the housemates, I wish all of them success. For those that will be responsible till the end, may God be w… https://t.co/ur561Qo9f9","Jerusalem, Israel ",1
"@IBM #covid19
Germs can fly over twenty feet from Toilet flushing when you do not close the lid {1, 2}
&amp; COVID-19 S… https://t.co/T6HBeOr0gD",Sonoma County California USA,2
Three storms are threatening the United States and the Caribbean this weekend https://t.co/bO0ZUpWy1c  👈 click the… https://t.co/lt7DHitT90,"California, USA",0
#COVID19 ghosts https://t.co/Qh04dQa6Jb,"California, USA",2
"Veronica Atieno remembers feeling her way through the dark alleys between the shacks that make up Nairobi’s slums,… https://t.co/VBJeopeXrT","Texas, USA",1
"⭕️The impacts of #COVID19 on ocean show positive due to the reduction in pollution, over fishing, habitat loss....… https://t.co/4fE3ZnEx3c","California, USA",1
#socialdistancing during #COVID19 is hard. #children aren’t going to #school. For #kids in #developingnations with… https://t.co/5sSccmHGn5,"California, USA",0
@JRubinBlogger It's the only choice they had in order to house the conference.  All hotels have been booked for age… https://t.co/QlugqrkDan,"St Louis, MO USA",2
wef: An expert explains: Why it's wrong to talk about a second wave of COVID-19 https://t.co/GFPQwPW5yp #covid19 #UK https://t.co/oxpDdIU77y,"Texas, USA",0
wef: The UN has called for UBI for the world's poorest during the pandemic https://t.co/53xmKoIoD4 #covid19 #poverty https://t.co/PeoaodEKv7,"Texas, USA",0
wef: COVID-19 has thrown our planet a lifeline when it comes to climate change https://t.co/pLejMJvbVV #covid19… https://t.co/P0C5mwl5T6,"Texas, USA",2
wef: These are the 4 ways COVID-19 can affect your brain https://t.co/Io2VqSUnDT #COVID19 #health https://t.co/chILJs2bPx,"Texas, USA",2
wef: IMF chief: How policymakers can ensure a resilient COVID-19 recovery https://t.co/rDcveoOxqL #COVID19 #Finance https://t.co/HeUdZ9jO3T,"Texas, USA",1
"wef: No jobs, few crops: Coronavirus and pests leave Nepal fearing hunger https://t.co/V0adBhgP9w #COVID19 #Nepal https://t.co/qSp3c9c7SR","Texas, USA",0
"wef: Remote working is not working for the poor, the young and women, a new study finds https://t.co/7Jv27achvi… https://t.co/6ehRgOLjjn","Texas, USA",0
wef: Air pollution exposure linked to higher COVID-19 cases and deaths – new study https://t.co/6iJqE6UMho #COVID19… https://t.co/n0lPWN28Bf,"Texas, USA",2
"#Fauci says his wife &amp; family are receiving “serious threats”. 😳😡
“Fauci, director of the National Institute of All… https://t.co/8TktK1CmNH","Virginia, USA",2
"""I cannot allow myself to potentially transmit the virus in our communities simply to play the sport that I love. I… https://t.co/YmpPEbHZ3U","Colorado, USA",1
#traitortrump #treasontrump #SupportstheTroops by allowing #Russia to pay #bounty to the  #Taliban to… https://t.co/EuVZhNXRw0,USA*Mexico*Canada*France*MORE,0
"Since early in the pandemic, the federal government has added $600 to the weekly unemployment checks that states se… https://t.co/7nji5J3JrK","Texas, USA",0
Live concerts and events have been mostly canceled in Greece this summer due to the coronavirus pandemic. But the C… https://t.co/f1xLBZRIBV,"Texas, USA",2
@OncoAlert Negative RCT in NEJM for Hydroxychloroquine incl severe #Covid19. Let’s move our energies &amp; research fun… https://t.co/Dctj1WdjNk,USA,0
@bledsoe_wes @realDonaldTrump @VP @PressSec Not close to smartest thing you implied. Only 125 children died in the… https://t.co/Ha9DEDxESm,"New Jersey, USA",0
It just dawned on me that there are going to be an untold number of interns/student teachers and fresh college grad… https://t.co/dgaJ63JnN5,"Tennessee, USA",1
Mark your calendars! 🗓 Tune in on August 8 @ 7:30 pm EST to watch NYUnited 2020 and see the @nyuniversity community… https://t.co/SguO7Dgg5w,"New York, USA",2
"Derrick Broze's (@DBrozeLiveFree)  off-the-cuff intro to his
""So, about that #5G ⇝ #COVID19 Study"" vid SINGLEHANDED… https://t.co/U06cMDhYPt","Shigglesworth, New Kings, USA",2
"I never thought I would live through something like this. I’m living during a pandemic, masks are the new normal, r… https://t.co/T5EilszpZE","Utah, USA",1
Your BULL$H*T COIN$ Isn't worth Jack! IF There is a Nuclear Exchange PC's ERASED! (Hell there was a Biological one… https://t.co/y0B5DACgl8,"California, USA",0
Don’t worry im #covidfriendly #MaskUp #mask #COVID19 #twintails #pigtails #glassesgirls #hair #heels #Nerd… https://t.co/V4ZKPHZdb2,"California, USA",0
Researchers identify #TLR7gene that predisposes elderly patients to severe #COVID19. Inviting current relevant scop… https://t.co/h9pqNjwylX,USA,0
Colorado teacher shares an emotional warning on socially distanced learning https://t.co/iBDkgViM6S  👈 click the li… https://t.co/LbHhdsUfFX,"California, USA",1
And the #ComplicitCorruptGOP in Trump's admin managed to steer 82% of the money from the 1st #COVID19 relief plan i… https://t.co/324gVH534T,"California, USA",1
"""The #Coronavirus’ #Pandemic has temporarily removed large parts of existence. We must retain control over our… https://t.co/4xwRziPw9a",USA,2
"#DontDoThisAfterSex wear mask...make America great sane with Biden 
#COVID19 https://t.co/25tc5YWCPT","North Dakota, USA",1
@realDonaldTrump Soooo are we just pretending #COVID19 isn't a thing???,"Connecticut, USA",1
"The #COVID19 deaths are still not nearly as high as they were in April and May, when @andrewcuomo was committing se… https://t.co/BqAkC973lq","Savannah, GA USA",1
Watching a documentary on Spartacus and I wonder if someone like @JeffBezos would pull a Marcus Crassus to help def… https://t.co/vmad0Sw5ej,"Kentucky, USA",1
"More than a third of coronavirus patients feel symptoms for weeks, CDC says https://t.co/g2jyQ5btDm  👈 click the li… https://t.co/AAwI3IU6nC","California, USA",2
"Out of all the stupid shit you've done in life, don't go out because you touched your face or refused to wear a mas… https://t.co/wKAZhBNMq7","Texas, USA",0
@JenDowlingKoin6 Look at all the potential #COVID19 cases here as @SpeakerPelosi where are you?? I thought the left… https://t.co/VSRlCaB7JA,"Illinois, USA",2
"LIVE BLOG: Ancient Greek theaters return to life in pandemic

https://t.co/Nue9ZfFujy via @PhocusWire #coronavirus… https://t.co/35zycOPvhV","New York, USA",2
"To our esteemed customers, we advise you to always wear masks as you visit our stores. We care about your safety.… https://t.co/AFmkuN0Eap","Lusaka, Zambia",1
Okay lol and if they continue to stand their like complete morons accomplishing nothing than no one will be hurt be… https://t.co/lNhhI3UjKN,"Illinois, USA",1
7 out of 10 workers in developing countries depend on the informal sector. #TemporaryBasicIncome can protect lives… https://t.co/JLyTSZeIPm,"New York, USA",1
Give $2000/month to every American #moneyforthepeople #covid19 https://t.co/AOK7Bp9Dch via @Change,"Chicago, IL, USA, Earth",2
Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/00hhLAtcAm via @Change,"Chicago, IL, USA, Earth",2
A Texas hospital is so overrun with coronavirus cases that officials say it will send the patients least likely to… https://t.co/SVdMQxJk7X,"Colorado, USA",2
"Been a while since I cried watching a news interview. Godspeed #MiracleLarry and thank you @brikeilarcnn

Everyone… https://t.co/SVU338dPCA","Oklahoma, USA",0
